"s","o"
"http://dbpedia.org/resource/Braja_Mohan","Braja Mohan is a village in Barisal District in the Barisal Division of southern-central Bangladesh."
"http://dbpedia.org/resource/Brajarajnagar","Brajarajnagar is a town and a municipality in Jharsuguda district  in the state of Odisha, India. It is famous for now-defunct Orient Paper Mills of Birlas established in 1936 and MCL-owned coal mines.Most of the population in this city were working for Orient Paper Mills, which belonged to Birla Group of industries. Brajrajnagar has in its vicinity numerous open-cast and underground coal mines of Ib Valley Coalfield and Orient Colliery Area belonging to government-owned Mahanadi Coalfields Limited (MCL)."
"http://dbpedia.org/resource/Brajkovac,_Kruševac","Brajkovac is a village in the municipality of Kruševac, Serbia. According to the 2002 census, the village has a population of  367 people."
"http://dbpedia.org/resource/Brajniki","Brajniki [brai̯ˈniki] (German: Braynicken) is a village in the administrative district of Gmina Jedwabno, within Szczytno County, Warmian-Masurian Voivodeship, in northern Poland. It lies approximately 12 kilometres (7 mi) west of Szczytno and 32 km (20 mi) south-east of the regional capital Olsztyn.Before 1945 the area was part of Germany (East Prussia)."
"http://dbpedia.org/resource/Brajčino","Brajčino (Macedonian: Брајчино, [ˈbrajtʃinɔ]) is a village in the Resen Municipality of the Republic of Macedonia, situated 6 kilometres (3.7 mi) from Lake Prespa, on Baba Mountain in Pelister National Park. The village is also located near the border with Greece. Brajčino's nature and old architecture draws both domestic and foreign tourists."
"http://dbpedia.org/resource/Brakpan","Brakpan is a gold and uranium mining town in the Gauteng province of South Africa. The name Brakpan was first used by the British in the 1880s because of a non-perennial lake that would annually dry to become a ""brackish pan""."
"http://dbpedia.org/resource/Braldu_River","The Braldu River (Urdu: برالڑو ندی‎) flows in the Skardu District of Gilgit Baltistan in Pakistan. The Braldu River joins the Basha Basna River, and together they form the Shigar River, which is a tributary of the Indus River."
"http://dbpedia.org/resource/Bramble_Bay","Bramble Bay is an embayment of Moreton Bay in South East Queensland, Australia. The Brisway map reference is 12 H5, or see page 91 G19 in Refidex.The Houghton Highway, Hornibrook Bridge and Ted Smout Memorial Bridge span Bramble Bay, connecting Redcliffe with Brisbane.The Brisbane to Gladstone yacht race begins in Bramble Bay. Activities for the annual race are centred on the Shorncliffe pier and nearby foreshore.Bramble Bay is the most environmentally degraded part of Moreton Bay. Because the bay is so close to the urban populations of Brisbane and Redcliffe the collection of shelled marine animals such as oysters, scallops and limpets is banned. Fishing within bay's closed waters, risks on the spot fines at all times under Queensland's closed water fishing regulations."
"http://dbpedia.org/resource/Bramka,_Lublin_Voivodeship","Bramka [ˈbramka] is a village in the administrative district of Gmina Kłoczew, within Ryki County, Lublin Voivodeship, in eastern Poland. It lies approximately 6 kilometres (4 mi) east of Kłoczew, 14 km (9 mi) north-east of Ryki, and 66 km (41 mi) north-west of the regional capital Lublin."
"http://dbpedia.org/resource/Bramki","Bramki [ˈbramki] is a village in the administrative district of Gmina Błonie, within Warsaw West County, Masovian Voivodeship, in east-central Poland. It lies approximately 7 kilometres (4 mi) west of Błonie, 20 km (12 mi) west of Ożarów Mazowiecki, and 34 km (21 mi) west of Warsaw center.The village has a population of 1047 (data as of 30.06.2010)."
"http://dbpedia.org/resource/Brampton_Island","Brampton Island is an island in the Cumberland Group, off shore from Mackay in Queensland, Australia. The island lies within the Great Barrier Reef World Heritage Area, and the majority of the island forms the Brampton Islands National Park, however there is a resort located on the island. The highest point of the island is Brampton Peak, 214 m above sea level."
"http://dbpedia.org/resource/Bramston_Beach,_Queensland","Bramston Beach is a town located in Queensland, Australia. It is located  60 kilometres (37 mi) south of the regional centre of Cairns. It is located 17 kilometres (11 mi) east of the Bruce Highway. At the 2006 census, Bramston Beach had a population of 196.The Eubenangee Swamp National Park and Queensland's highest mountain, Mount Bartle Frere are nearby.It is a popular spot with caravaners and is a good fishing location and has a slightly older than average population.The 1998 film, The Thin Red Line, was partially filmed on Bramston Beach."
"http://dbpedia.org/resource/Brandfort","Brandfort is a small town in the Free State province of South Africa. Jacobus van Zijl, a Voortrekker elder, established a church on his farm Keerom in 1866. The community was visited by Orange Free State president Brand and, shortly afterwards, the town was named in his honour. The British built a concentration camp here during the Boer War to house Boer women and children. For many years during Apartheid, Winnie Mandela, the ex-wife of Nelson Mandela, was exiled there. Also Cardiff City F.C. midfielder Kagisho Dikgacoi was born in Brandfort. Brandfort was also home to former prime-minister H.F. Verwoerd, who matriculated there."
"http://dbpedia.org/resource/Brandvlei","Brandvlei is a small town in the Karoo region of the Northern Cape, South Africa. This is where a 19th-century trekboer called Ou Brand settled. Brand camped at this spot at the Sakrivier, a dry river bed, which only occasionally had water after good rains – and which typically result in flash floods. The settlement was cut in two by such a flood in 1961. After it was recovered, a municipality was formed in 1962. This Brandvlei is located in the Bushmanland, also known as the Thirst Land, Dorsland in Afrikaans and should not be confused with the Brandvlei south of Worcester in the Western Cape.This area was once sub-tropical, such as during the Miocene period. Many fossils have that been found in the area back this fact for us. From 1910 the farmers used an irrigation method comparable to one used for thousands of years by the Egyptians. The surface is very flat, and water does not run away easily. This way the rainwater is spread over a larger area and are allowed to sink into the soil. The moisture in the area is enough to farm with crops on a very small scale. Farmers live on these crops once the rains have gone. On the long run this method is not feasible, as evaporating water leaves behind salt and other minerals. Today this method is no longer used.This region contains very little vegetation, primarily very low shrubs and yellow grass among a rocky desert kind of landscape. If you travel north from Brandvlei towards Kenhardt, you will pass through a huge landscape of nothingness for the next 200 km and more. During the seasons many birds flock to the pans, when they contain water, after some rainfall. Temperature above 40 °C is not uncommon."
"http://dbpedia.org/resource/Brandwica","Brandwica [brandˈvit͡sa] is a village in the administrative district of Gmina Pysznica, within Stalowa Wola County, Subcarpathian Voivodeship, in south-eastern Poland. It lies approximately 7 kilometres (4 mi) north-west of Pysznica, 4 km (2 mi) north of Stalowa Wola, and 65 km (40 mi) north of the regional capital Rzeszów."
"http://dbpedia.org/resource/Brandy_Hill,_New_South_Wales","Brandy Hill is a suburb of the Port Stephens local government area in the Hunter Region of New South Wales, Australia. It was originally farmland but was subdivided in the 1980s and now supports a population of almost 700 people living on large, primarily residential, blocks. It overlooks working farmland and offers superb views of the greater Morpeth area, with visibility extending to Maitland."
"http://dbpedia.org/resource/Branew","Branew [ˈbranɛf] is a village in the administrative district of Gmina Dzwola, within Janów Lubelski County, Lublin Voivodeship, in eastern Poland. It lies approximately 6 kilometres (4 mi) north of Dzwola, 12 km (7 mi) east of Janów Lubelski, and 56 km (35 mi) south of the regional capital Lublin."
"http://dbpedia.org/resource/Branewka","Branewka [braˈnɛfka] is a village in the administrative district of Gmina Dzwola, within Janów Lubelski County, Lublin Voivodeship, in eastern Poland. It lies approximately 3 kilometres (2 mi) north-west of Dzwola, 10 km (6 mi) east of Janów Lubelski, and 59 km (37 mi) south of the regional capital Lublin."
"http://dbpedia.org/resource/Branica,_Masovian_Voivodeship","Branica [braˈnit͡sa] is a village in the administrative district of Gmina Radzanów, within Białobrzegi County, Masovian Voivodeship, in east-central Poland. It lies approximately 8 kilometres (5 mi) north-east of Radzanów, 7 km (4 mi) south-west of Białobrzegi, and 69 km (43 mi) south of Warsaw."
"http://dbpedia.org/resource/Branica_Radzyńska-Kolonia","Branica Radzyńska-Kolonia [braˈnit͡sa raˈd͡zɨɲska kɔˈlɔɲa] is a village in the administrative district of Gmina Radzyń Podlaski, within Radzyń Podlaski County, Lublin Voivodeship, in eastern Poland."
"http://dbpedia.org/resource/Branica_Suchowolska","Branica Suchowolska [braˈnit͡sa suxɔˈvɔlska] is a village in the administrative district of Gmina Wohyń, within Radzyń Podlaski County, Lublin Voivodeship, in eastern Poland. It lies approximately 6 kilometres (4 mi) south-west of Wohyń, 10 km (6 mi) south-east of Radzyń Podlaski, and 53 km (33 mi) north of the regional capital Lublin."
"http://dbpedia.org/resource/Braničevo_(Golubac)","Braničevo is a village in the municipality of Golubac, Serbia. According to the 2002 census, the village has a population of 942 people."
"http://dbpedia.org/resource/Brankovci","Brankovci is a village in the municipality of Bosilegrad, Serbia. According to the 2002 census, the town has a population of 116 people."
"http://dbpedia.org/resource/Branków","Branków [ˈbrankuf] is a village in the administrative district of Gmina Warka, within Grójec County, Masovian Voivodeship, in east-central Poland. It lies approximately 16 kilometres (10 mi) south-west of Warka, 22 km (14 mi) south-east of Grójec, and 58 km (36 mi) south of Warsaw.The village has a population of 260."
"http://dbpedia.org/resource/Brančić","Brančić is a village situated in Ljig municipality, Kolubara District in Serbia."
"http://dbpedia.org/resource/Bratinac","Bratinac   is a village in the municipality of Požarevac, Serbia. According to the 2002 census, the village has a population of 629 people."
"http://dbpedia.org/resource/Bratići","Bratići (Serbian: Братићи) is a village in the municipality of Aleksandrovac, Serbia. According to the 2002 census, the village has a population of  120 people."
"http://dbpedia.org/resource/Bratiševac","Bratiševac is a village in the municipality of Babušnica, Serbia. According to the 2002 census, the village has a population of 194 people."
"http://dbpedia.org/resource/Bratkowice","Bratkowice [bratkɔˈvit͡sɛ] is a village in the administrative district of Gmina Świlcza, within Rzeszów County, Subcarpathian Voivodeship, in south-eastern Poland. It lies approximately 7 kilometres (4 mi) north-west of Świlcza and 14 km (9 mi) north-west of the regional capital Rzeszów.The village has a population of 4,100."
"http://dbpedia.org/resource/Bratków,_Łódź_Voivodeship","Bratków [ˈbratkuf] is a village in the administrative district of Gmina Sławno, within Opoczno County, Łódź Voivodeship, in central Poland. It lies approximately 7 kilometres (4 mi) north of Sławno, 13 km (8 mi) north-west of Opoczno, and 60 km (37 mi) south-east of the regional capital Łódź."
"http://dbpedia.org/resource/Bratkówka","Bratkówka [bratˈkufka] (Ukrainian: Братківка, Bratkivka) is a village in the administrative district of Gmina Wojaszówka, within Krosno County, Subcarpathian Voivodeship, in south-eastern Poland. It lies approximately 4 kilometres (2 mi) south-east of Wojaszówka, 10 km (6 mi) north of Krosno, and 37 km (23 mi) south-west of the regional capital Rzeszów.The village has a population of 700."
"http://dbpedia.org/resource/Bratljevo","Bratljevo is a village in the municipality of Ivanjica, Serbia. According to the 2002 census, the village has a population of 220 people."
"http://dbpedia.org/resource/Bratmilovce","Bratmilovce is a suburban area in the municipality of Leskovac, Serbia. According to the 2002 census, the town has a population of 3531 people."
"http://dbpedia.org/resource/Bratoselce","Bratoselce is a village in the municipality of Bujanovac, Serbia. According to the 2002 census, the town has a population of 71 people."
"http://dbpedia.org/resource/Bratucice","Bratucice [bratuˈt͡ɕit͡sɛ] is a village in the administrative district of Gmina Rzezawa, within Bochnia County, Lesser Poland Voivodeship, in southern Poland. It lies approximately 10 kilometres (6 mi) north of Rzezawa, 12 km (7 mi) north-east of Bochnia, and 43 km (27 mi) east of the regional capital Kraków.The village has a population of 700."
"http://dbpedia.org/resource/Braunschweig,_Eastern_Cape","Braunschweig is a small town in the Eastern Cape province, South Africa.Braunschweig, situated in the former district of King William's Town, is one of the villages that were established after the arrival of the German Legion and the German Settlers in British Kaffraria in and after 1857. It is represented today solely by a Lutheran church complex consisting of the neo-Gothic church, a parsonage and a school building, completely surrounded by veld. The original church building established by the Lutherans in 1866-7 was a simple structure under thatch, while the present church was built in 1904.The St Peter's Lutheran Church was closed in September 1985, when the apartheid government sold the land and the nearby farms to the Ciskei government. Before then, all the farms around it were owned by Germans who attended the church. The congregation built a new church in Komga, which was opened in 1989."
"http://dbpedia.org/resource/Brawlin,_New_South_Wales","Brawlin is a small community in the north east part of the Riverina and situated about 12 kilometres south from Cootamundra and 29 kilometres north from Coolac. Brawlin Post Office opened on 1 February 1880 and closed in 1951.Brawlin is the site of a railway siding used to unload and upload goods, however that siding is no longer in operation.  The community location is only found by taking the Brawlin to Lockhart dirt road that runs west off the Coolac to Cootamundra road."
"http://dbpedia.org/resource/Braćak","Braćak is a village in the municipality of Tutin, Serbia. According to the 2002 census, the village has a population of 230 people."
"http://dbpedia.org/resource/Braćevac","Braćevac is a village in the municipality of Negotin, Serbia. According to the 2002 census, the village has a population of 533 people."
"http://dbpedia.org/resource/Brańsk","Brańsk [braɲsk] (Ukrainian: Бранськ or Брянськ, Brans’k or Brians’k) is an Urban Gmina (Polish: gmina miejska) (Town) in Bielsk County, Podlaskie Voivodeship. It is located north-eastern Poland."
"http://dbpedia.org/resource/Brańszczyk","Brańszczyk [ˈbraɲʂt͡ʂɨk] is a village in Wyszków County, Masovian Voivodeship, in east-central Poland. It is the seat of the gmina (administrative district) called Gmina Brańszczyk. It lies approximately 11 kilometres (7 mi) north-east of Wyszków and 62 km (39 mi) north-east of Warsaw.The village has a population of 1,000."
"http://dbpedia.org/resource/Breadalbane,_New_South_Wales","Breadalbane /brəˈdɔːlbən/ is a small village located in the Southern Tablelands of New South Wales, Australia in Upper Lachlan Shire. It is located on the Lachlan River headwaters and not far from Goulburn. At the 2011 census, Breadalbane had a population of 275 people."
"http://dbpedia.org/resource/Breakfast_Creek","The Breakfast Creek (Aboriginal: Barrambin) is a small urban stream that is a tributary of the Brisbane River, located in suburban Brisbane in the South East region of Queensland, Australia."
"http://dbpedia.org/resource/Bream_Bay","Bream Bay is a locality and bay on the east coast of New Zealand. Captain James Cook named this area to include the bay itself, but also some surrounding locations, stretching north to Whangarei and south to Mangawhai. However, 'Bream Bay' is loosely used as a collaboration of the three major towns that satellite the main metropolitan area which are Ruakaka, One Tree Point and Waipu. The physical bay itself geographically spreads from the mouth of Whangarei Harbour (Bream Head), 22 kilometers south, to the southernmost point of Waipu Cove (Bream Tail). The area also inhabits 3 native reserve islands, located just off the coast of Bream Bay: the Hen and Chickens Islands and Sail Rock Island."
"http://dbpedia.org/resource/Brebes_Regency","For the capital of this regency see Brebes, BrebesBrebes Regency is a regency (Indonesian: kabupaten) in the northwestern part of Central Java province in Indonesia. It covers an area of 1,902.37 sq.km, and at the 2010 Census it had a population of 1,733,869: the latest official estimate (as at January 2014) is 1,755,136. Its capital is the town of Brebes in the northeast corner of the regency."
"http://dbpedia.org/resource/Brebevnica","Brebevnica is a village in the municipality of Dimitrovgrad, Serbia. According to the 2002 census, the village has a population of 62 people."
"http://dbpedia.org/resource/Bredasdorp","Bredasdorp is a town in the Southern Overberg region of the Western Cape, South Africa, and the main economic and service hub of that region. It lies on the northern edge of the Agulhas Plain, about 160 kilometres (100 mi) south-east of Cape Town and 35 kilometres (22 mi) north of Cape Agulhas, the southernmost tip of Africa.The various Top Attractions of Bredasdorp include the Heuningberg Nature Reserve, a large number of historical churches and various art galleries and craft shops.Bredasdorp is also home to the Shipwreck Museum which tells the stories of the 150 ships that wrecked along the nearby Agulhas Reef."
"http://dbpedia.org/resource/Bredbo_River","Bredbo River, a perennial stream that is part of the Murrumbidgee catchment within the Murray–Darling basin, is located in the Monaro region of New South Wales, Australia."
"http://dbpedia.org/resource/Bredynki","Bredynki [brɛˈdɨnki] (German Bredinken) is a village in the administrative district of Gmina Biskupiec, within Olsztyn County, Warmian-Masurian Voivodeship, in northern Poland. It lies approximately 9 kilometres (6 mi) north-east of Biskupiec and 39 km (24 mi) east of the regional capital Olsztyn.While traditionally Prussian, with the Second Peace of Thorn in 1466 the area became part of the Kingdom of Poland until 1772; 1772-1945 Kingdom of Prussia and Germany (East Prussia)."
"http://dbpedia.org/resource/Breginie","Breginie [brɛˈɡiɲɛ] is a village in the administrative district of Gmina Strzegowo, within Mława County, Masovian Voivodeship, in east-central Poland. It lies approximately 27 kilometres (17 mi) south-west of Mława and 94 km (58 mi) north-west of Warsaw."
"http://dbpedia.org/resource/Bregovina","Bregovina is a village in the municipality of Prokuplje, Serbia. According to the 2002 census, the village has a population of 70 people."
"http://dbpedia.org/resource/Breidbach","Breidbach is a suburb of King William's Town in South Africa, situated in the Border region of the Eastern Cape province.Breidbach was originally established in 1857 as a settlement for members of the British German Legion. The population today consists mostly of Coloureds and Xhosas. The area boasts a rich culture of sports enthusiasts (mainly cricket, rugby and soccer) and church-goers. Breidbach has two schools, a primary school and secondary school, both are double-medium (co-ed). The attractions are: night clubs, sports field, clinic, library, community (civic) centre, butchery and churches. The Yellowwoods waterfalls in the Yellowwoods River, a tributary of the Buffalo River, is to be found near the town."
"http://dbpedia.org/resource/Breivik,_Finnmark","Breivik (English: broad cove) is a village in the municipality of Hasvik in Finnmark county, Norway.  It is located about half way in between the villages of Sørvær and Breivikbotn on the western end of the island of Sørøya.  It is located along Norwegian County Road 882."
"http://dbpedia.org/resource/Brejanovce","Brejanovce is a village in the municipality of Leskovac, Serbia. According to the 2002 census, the village has a population of 364 people."
"http://dbpedia.org/resource/Brelików","Brelików [brɛˈlʲikuf] (Ukrainian: Бреликів Brelykiv) is a village in the administrative district of Gmina Ustrzyki Dolne, within Bieszczady County, Subcarpathian Voivodeship, in south-eastern Poland. It lies approximately 12 kilometres (7 mi) north-west of Ustrzyki Dolne and 69 km (43 mi) south-east of the regional capital Rzeszów."
"http://dbpedia.org/resource/Bremer_Island","Bremer Island, or  Dhambaliya in the local language is an island in the Arafura Sea, in the northwest of the Gulf of Carpentaria, 3.4 km off the northeast corner of Arnhem Land (Cape Wirawawoi), Northern Territory, Australia."
"http://dbpedia.org/resource/Bremer_River_(Queensland)","The Bremer River is a river that is a tributary of the Brisbane River, located in the Scenic Rim and Brisbane regions of South East Queensland, Australia. The 100-kilometre (62 mi)-long Bremer River drains several Scenic Rim valleys in south-east Queensland,  including the Fassifern Valley, with its catchment area covering approximately 2,032 square kilometres (785 sq mi). Most valleys within the catchment have extensive river terraces. The Bremer River system is extremely degraded.Europeans John Oxley and Allan Cunningham discovered the river in 1824 and it was first named by Oxley as Bremer's Creek presumably after Captain James Gordon Bremer who was in charge of HMS Tamar, at that time performing duties in the waters of the colony of New South Wales."
"http://dbpedia.org/resource/Brenica","Brenica [brɛˈnit͡sa] is a village in the administrative district of Gmina Lubochnia, within Tomaszów Mazowiecki County, Łódź Voivodeship, in central Poland. It lies approximately 4 kilometres (2 mi) north of Lubochnia, 14 km (9 mi) north of Tomaszów Mazowiecki, and 45 km (28 mi) east of the regional capital Łódź."
"http://dbpedia.org/resource/Brenton-on-Sea","Brenton-on-Sea is a settlement and seaside resort town 15km west of Knysna in Eden District Municipality in the Western Cape province of South Africa.Named after Sir Jahleel Brenton, who declared Knysna a harbour in 1818, the area is home to the endangered Brenton Blue butterfly."
"http://dbpedia.org/resource/Brentwood,_South_Australia","Brentwood is a locality on the Yorke Peninsula in South Australia. The town is located in the Yorke Peninsula Council local government area, 212 kilometres (132 mi) west of the state capital, Adelaide. It is on the Yorke Highway, between Minlaton and Hardwicke Bay."
"http://dbpedia.org/resource/Bresničić","Bresničić is a village in the municipality of Prokuplje, Serbia. According to the 2002 census, the village has a population of 261 people. The village is approx. 20 km from Prokuplje, Serbia, the nearest larger city."
"http://dbpedia.org/resource/Bresno_Polje","Bresno Polje is a village in the municipality of Trstenik, Serbia. According to the 2002 census, the village has a population of  725 people."
"http://dbpedia.org/resource/Brestov_Dol","Brestov Dol is a small village in the municipality of Babušnica, Serbia. According to the 2002 census, the village has a population of 32 people."
"http://dbpedia.org/resource/Brestovik","Brestovik (Serbian Cyrillic: Брестовик) is a suburban settlement of Belgrade, the capital of Serbia. It is located in the municipality of Grocka.Brestovik is located in the eastern part of the municipality, on the border of the municipality of Grocka (and the City of Belgrade) and municipality of Smederevo (and the Podunavlje District). It is 6 km east of the municipal seat of Grocka and almost 40 km east of Belgarde. It is located on the southern bank of the Danube.Brestovik is a small, depopulating village (population of 1,129 in 1991 and 1,076 in 2002), on the road of Smederevski put which connects Belgrade and Smederevo. One section of the road separates at Brestovik and connects it to the Belgrade-Niš highway to the south. The Geomagnetic observatory was built in the village in 1957, the first of that kind in former Yugoslavia.As the village and the vast weekend-settlement in the eastern part of Grocka developed, Brestovik now forms a single built-up area with Grocka, and generally, through the string of villages on the Smederevski put, one urban built-up area (almost 80,000 inhabitants) forms from Grocka to Smederevo (as Smederevo is twice as closer to Grocka than Belgrade).The name of the village is descriptive, meaning elm forest. In Ottoman period, group of settlers crossed the Danube and established a new village named Banatski Brestovac, further from the left bank of the Danube."
"http://dbpedia.org/resource/Breyten","Breyten is a small farming town in Mpumalanga, South Africa and is situated at the foot of Klipstapel, the highest point on the watershed between the westward flowing Vaal River system and the eastward flowing Olifants and Komati River systems. The original farm, Bothasrus on which the town is built was given to Lukas Potgieter as compensation for losing a leg during the first Boer War. He later sold the farm to field-cornet Nicolaas Breytenbach, who formed the village in his own name.Breyten is close to Ermelo. In fact, the community from Breyten do most of their household business in Ermelo. Breyten is heavily dependent on the mines around it. Tselentis, Spitzkop and other mines employ the majority of the people of Breyten.  There is also a leather factory in Breyten called JCB Leather Works, it produces top leather goods. The main spoken languages are i-SiSwati, Zulu and Ndebele.Breyten has also a college called Xtensive ICT Academy a private company that deals with information technology(IT)Learnerships and private classesBreyten was once a vibrant and well established rail stop. Passenger and freight trains departed and or connected in Breyten to Johannesburg, Nelspruit, Witbank, Pretoria and other areas of South Africa. Commom freight transported was agricultural produce, livestock and most predominatly coal from the local and adjacesnt coal mines. To this day, coal is still the most transported goods. Due to changing economic times, the town has become depressed with unemployment at its highest.There are good things to be told about Breyten though. In today's times, Breyten is a stop over for tourist en route to various holidays destination in the lowveld and the highveld. In summer, the cosmos blanket is spread across the highveld farms around Breyten and it is breath taking and pleasing to the eye. There is a Hotel and a few guest houses in the small antique town of Breyten. Also, a lot of places where one can go and take a sip of cool drinks whilst enjoyig good music and food are found. The adjacent township of KwaZanele is vibrant and it never sleeps. April and December holidays are the best most enjoyable in the township of KwaZanele. For nature lovers, Lake Chrissie just 2km from Breyten and KwaZanele offers a magnificent sight seeing of frogs that falls with the rain. The weather in Breyten is unpredictable. Let us just say it is too hot when its hot and too cold when it is cold. Visitors must therefore carry clothing for two season in any day as a summer day could turn in to a winter day and winter day could turn in to a rainy warm summer day. The nearest towns are Ermelo from the N17, Hendrina from the Middelburg/Witbank N4 and Carolina on the N11 or R36. Off late, there has been some economic activity with new mines proposed to open, a local Hospital opened, One day accommodation places opened and more houses built. Breyten is a place to be and given an opportunity, it will be a top destination in the Highveld."
"http://dbpedia.org/resource/Breza_(Sjenica)","Breza is a village in the municipality of Sjenica, Serbia. According to the 2002 census, the village has a population of 212 people."
"http://dbpedia.org/resource/Brezna_(Gornji_Milanovac)","Brezna is a village in the municipality of Gornji Milanovac, Serbia. According to the 2002 census, the village has a population of 209 people."
"http://dbpedia.org/resource/Brezovica,_Kosovo","Brezovica (Albanian: Brezovicë; Serbian Cyrillic: Брезовица) is a settlement in the Štrpce municipality in Kosovo, known for its Ski resort. According to the 2011 Census in Kosovo, Brezovica's total population is 68."
"http://dbpedia.org/resource/Breń,_Lesser_Poland_Voivodeship","Breń [brɛɲ] is a village in the administrative district of Gmina Lisia Góra, within Tarnów County, Lesser Poland Voivodeship, in southern Poland. It lies approximately 2 kilometres (1 mi) north of Lisia Góra, 8 km (5 mi) north of Tarnów, and 78 km (48 mi) east of the regional capital Kraków."
"http://dbpedia.org/resource/Breń_Osuchowski","Breń Osuchowski [ˈbrɛɲ ɔsuˈxɔfski] is a village in the administrative district of Gmina Czermin, within Mielec County, Subcarpathian Voivodeship, in south-eastern Poland. It lies approximately 6 kilometres (4 mi) west of Czermin, 13 km (8 mi) west of Mielec, and 62 km (39 mi) north-west of the regional capital Rzeszów."
"http://dbpedia.org/resource/Brežane","Brežane   is a village in the municipality of Požarevac, Serbia. According to the 2002 census, the village has a population of 1017 people."
"http://dbpedia.org/resource/Brežđe","Brežđe is a village situated in Mionica municipality, Kolubara District in Serbia. A cave (Šalitrena pećina) in the village was used for living in the 4th century and then in the 12th- to 15th century."
"http://dbpedia.org/resource/Brgule","Brgule is a village in the municipality of Ub, Serbia. According to the 2002 census, the village has a population of 1235 people."
"http://dbpedia.org/resource/Brgulice","Brgulice is a village situated in Obrenovac municipality in Serbia."
"http://dbpedia.org/resource/Briagolong,_Victoria","Briagolong is a town in the Australian state of Victoria, located 20 kilometres north of Maffra and  some 270 kilometres east of Melbourne, in the Shire of Wellington region of Gippsland. At the 2006 census, Briagolong had a population of 937."
"http://dbpedia.org/resource/Briar_Hill,_Victoria","Briar Hill is a suburb of Melbourne, Victoria, Australia, 18 km north-east from Melbourne's Central Business District. Its local government area is the City of Banyule. At the 2011 Census, Briar Hill had a population of 3,092."
"http://dbpedia.org/resource/Bridgetown,_Western_Australia","Bridgetown is a town in the South West region of Western Australia, approximately 270 kilometres (168 mi) south of Perth on the Blackwood River at the intersection of South Western Highway with Brockman Highway to Nannup and Augusta."
"http://dbpedia.org/resource/Bridgewater,_South_Australia","Bridgewater is a town in the Adelaide Hills, south-east of Adelaide in South Australia.It is the former end of the Adelaide-Bridgewater railway line; this route was closed in 1987. The railway was converted to standard gauge in 1995 and continues to be the main line from Adelaide to Melbourne, but no trains stop at the now demolished Bridgewater railway station.Cox Creek (named after the explorer Robert Cock, who led an expedition through this area in December 1837), runs through Bridgewater, and the town was originally settled as Cox Creek. An early use of the name ""Bridgewater"" was in James Addison's (ca.1819 – 26 April 1870) ""Bridgewater Hotel"", and the town was renamed Bridgewater when the adjacent flour mill was built by John Dunn and the nearby land subdivided in 1857."
"http://dbpedia.org/resource/Bridgewater,_Tasmania","Bridgewater, Tasmania, is a suburb in Tasmania's south-east. Located approximately 19 km from the Hobart CBD, and is part of the northern suburbs area of Greater Hobart."
"http://dbpedia.org/resource/Bridgewater_On_Loddon,_Victoria","Bridgewater On Loddon is a town in north central Victoria, Australia.  The town is located on the Calder Highway, north west of Bendigo, astride the Loddon River. At the 2011 census, Bridgewater On Loddon had a population of 363. The rural area which surrounds Bridgewater on Loddon is named simply ""Bridgewater"".The Loddon Shire covers an area of approximately 6,700 square kilometres making it the seventh largest municipality (in area) in Victoria. The Shire’s population is approximately 8,600. The municipality is characterised by a number of small towns dispersed throughout the area.Loddon Shire CouncilThe Post Office opened on 1 January 1868 as Bridgewater-on-Loddon and was renamed Bridgewater around 1941.Bridgewater has a new swimming pool and beach about two minutes walk from the Loddon Bridge Hotel, opposite the Post Office.When reasonable water levels flow, the Mill Rapid downstream of the Calder Hwy bridge provides technical whitewater kayaking of Grade 3 standard featuring a short fast run. This should only be attempted by kayakers with an appropriate level of experience and training and equipped at the very least with spray covers, buoyancy vests and helmets. Access is usually via local roads on the west bank. If approaching on the water from upstream, beware of entering the flour mill race area on the right (east) bank. Upstream of the Calder Hwy bridge kayakers and canoeists will have a pleasant paddling experience but may have to share the river with swimmers, fishers, and waterskiers.The town has an Australian Rules football team competing in the Loddon Valley Football League.Golfers play at the Bridgewater-On-Loddon Golf Club on the Calder Highway."
"http://dbpedia.org/resource/Bridle_Drift_Dam","Bridal Drift Dam is a rock-fill type dam on the Buffalo River, near East London, Eastern Cape, South Africa. It was first constructed in 1969 and renovated in 1994. The purpose of the dam is for industrial and domestic use, the reservoir is now the main drinking water supply for Buffalo City."
"http://dbpedia.org/resource/Bridport,_Tasmania","Bridport is a small town on the north-east coast of Tasmania, Australia.  It is part of the Dorset Council. At the 2011 census, Bridport had a population of 1,248.Located on Anderson Bay, Bridport is a holiday location with the population increasing markedly in summer. It has beaches, swimming, sailing and other water sports.Town facilities include supermarkets, hotel, chemist, baker, butcher, clothing store, golf courses,  lawn bowls, sailing club, doctor's surgery, visitor's information centre, caravan park and several levels of accommodation from backpackers, bed and breakfast, to holiday resort."
"http://dbpedia.org/resource/Brigadoon,_Western_Australia","Brigadoon is a suburb of Perth, Western Australia. It is in the City of Swan local government area. It sits on the edge of the Darling Scarp adjacent to the entrance to the Avon Valley through which the Avon River flows. The Bells Rapids is a popular viewing location for the annual Avon Descent whitewater race.Brigadoon was originally owned by the wife of Alan Bond. It is now a housing estate."
"http://dbpedia.org/resource/Bright,_Victoria","Bright (pronunciation [ˈbɹɑet̥]) is a town in northeastern Victoria, Australia, 319 metres above sea level at the southeastern end of the Ovens Valley. At the 2011 census, Bright had a population of 2,165. It is in the Alpine Shire local government area. Its postcode is 3741."
