"s","o"
"http://dbpedia.org/resource/Jeremy_Paul_(screenwriter)","Jeremy Paul (29 July 1939 - 3 May 2011) was a British film and television writer.He was born Jeremy Paul Roche on 29 July 1939 in Bexhill, East Sussex, the son of the actress Joan Haythorne.Alan Gibson came up with the idea for The Flipside of Dominick Hide (1980), a Play for Today he co-wrote with Jeremy Paul and directed. They men collaborated again on its sequel Another Flip for Dominick (1982).He co-wrote the song Mistletoe and Wine, which was a Christmas No 1 for Cliff Richard in 1988."
"http://dbpedia.org/resource/Jermaine_Hall","Jermaine Hall (born November 24, 1980) is an American professional basketball player who currently plays for Maccabi Ashdod of the Israeli Basketball Premier League. He played college basketball for Wagner College."
"http://dbpedia.org/resource/Jerry_Gershwin","Jerome ""Jerry"" Gershwin (April 20, 1926 – September 17, 1997) was an American film producer. He was best known for his long collaboration with Elliott Kastner. His credits include Where Eagles Dare (1968) and Harper (1966). He was a member of the Academy of Motion Pictures Arts & Sciences.Gershwin was born in New York City. He died at the age of 71 in Los Angeles, California from leukemia."
"http://dbpedia.org/resource/Jerry_Torr","Gerald R. Torr (born November 28, 1957) is an American politician. He is a member of the Indiana House of Representatives from the 39th District, serving since 1996. He is a member of the Republican party."
"http://dbpedia.org/resource/Jerzy_Leszczynski","Jerzy Leszczynski (1884–1959) was a Polish stage and film actor. Both his parents Boleslaw Leszczynski and Honorata Leszczynska were noted stage actors of the nineteenth century.He was married to the actresses Leokadia Pancewicz-Leszczynska and Anna Belina."
"http://dbpedia.org/resource/Jesper_Eriksson","Jesper Eriksson (born August 14, 1996) is a Swedish professional ice hockey goaltender. He is currently playing with Skellefteå AIK in the Swedish Hockey League (SHL)Eriksson made his Swedish Hockey League debut playing with Skellefteå AIK during the 2014–15 SHL season."
"http://dbpedia.org/resource/Jesse_De_Vorska","Jesse De Vorska (1898–1999) was a Russian-born American film actor."
"http://dbpedia.org/resource/Jesse_Gonzalez","José Luis González Gudina (born May 25, 1995) is a Mexican footballer who currently plays for FC Dallas in Major League Soccer."
"http://dbpedia.org/resource/Jessica_Vall","Jessica Vall Montero (born 22 November 1988) is a Spanish competitive swimmer and breaststroke specialist."
"http://dbpedia.org/resource/Jesús_Elizondo","Jesús Elizondo (30 October 1930 – 12 March 2009) was a Mexican sports shooter. He competed at the 1964, 1968 and 1972 Summer Olympics."
"http://dbpedia.org/resource/Jesús_Marimón","Jesús David Marimón Báez (9 September 1998) is a footballer from Colombia who plays as a striker for Once Caldas."
"http://dbpedia.org/resource/Jewel_Rana","Jewel Rana (জুয়েল রানা) is a Bangladeshi footballer who plays as a Right Winger. He currently plays for Dhaka Mohammedan in Bangladesh Premier League ."
"http://dbpedia.org/resource/Jhonder_Cádiz","Jhonder Leonel Cádiz Fernández (born 29 July 1995), simply known as Jhonder Cádiz, is a Venezuelan footballer who plays for Portuguese side C.F. União on loan from Caracas."
"http://dbpedia.org/resource/Jhunnilal_Verma","Jhunnilal Verma (also Jhunni Lal Verma or J. L. Verma) was an Indian lawyer and politician from Madhya Pradesh. He was freedom fighter from Bundelkhand Damoh region.In December 1933, Verma was elected unopposed to the Legislative Council of the Central Provinces and Berar, to fill the vacancy caused by the death of G. S. Singhai. He represented the Damoh district non-Muhammadan rural constituency. He was still a member in 1936.During establishment of Saugor University he was in the team with Dr. Hari Singh Gour and also the founder of Damoh Degree College. J. L. Verma Law College, the law school affiliated with Dr. Hari Singh Gour University was named in his honor.  He wrote two books 'Bharat Darshan' and 'Karm Sanyasi Krishna'."
"http://dbpedia.org/resource/Jiju_Asokan","Jiju Asokan (born May 18, 1977) is an Indian film director and Scriptwriter best known for his work in Malayalam cinema Jiju Asokan Profile."
"http://dbpedia.org/resource/Jim_Blyth_(footballer,_born_1890)","James Cameron Blyth (born 27 November 1890) was a Scottish footballer who played for Dumbarton."
"http://dbpedia.org/resource/Jim_Blyth_(footballer,_born_1890)","James Cameron Blyth (born 27 November 1890) was a Scottish footballer who played for Dumbarton."
"http://dbpedia.org/resource/Jim_Brown_(basketball)","James T. ""Jim"" Brown (born c. 1914) was an American professional basketball and baseball player in the 1930s and 1940s. In basketball, he played for the Original Celtics and Detroit Eagles. A native of Philadelphia, Pennsylvania, Brown was a star athlete at Temple University, earning three varsity letters in each basketball and basketball. In basketball, he twice earned all-conference honors while also leading the Eastern Intercollegiate Basketball League in scoring as a senior in 1934–35. He earned several All-America accolades that year as well. In baseball, Brown held a career batting average of .340 and once hit three home runs in one game.Upon graduation in 1935, Brown pursued professional careers in both sports. After some time with the Original Celtics, in 1940 he signed to play for the Detroit Eagles in the National Basketball League. After the NBL season ended, he helped lead the Eagles to the World Professional Basketball Tournament championship in Chicago, Illinois, one of the most prestigious basketball tournaments in its era.In 1977, Temple University inducted Brown into their athletics hall of fame."
"http://dbpedia.org/resource/Jim_Coleman_(journalist)","James A. ""Jim"" Coleman (October 30, 1911 – January 14, 2001), was a Canadian sports journalist. A nationally syndicated columnist for the Southam Newspapers (later known as CanWest News Service), he won the Elmer Ferguson Memorial Award in 1984 and is a member of the media section of the Hockey Hall of Fame. He also wrote for the Winnipeg Tribune, Edmonton Bulletin, and Globe and Mail. His column was syndicated in 1950. Coleman was a member of the Order of Canada,  Canadian News Hall of Fame, Canadian Horse Racing Hall of Fame and the Canada Sports Hall of Fame."
"http://dbpedia.org/resource/Jim_Fairburn","James Edgar Fairburn (September 12, 1927 – March 28, 2015), was a Canadian ice hockey player with the Penticton Vees. He won a gold medal at the 1955 World Ice Hockey Championships in West Germany. He also played professionally for the San Francisco Shamrocks, Minneapolis Millers, Portland Eagles, Victoria Cougars, and New Westminster Royals."
"http://dbpedia.org/resource/Jim_Fleming_(footballer,_born_1942)","Jim Fleming (born 7 January 1942) is a Scottish professional footballer, who played for Partick Thistle, Luton Town, Dunfermline Athletic, Heart of Midlothian and Wigan Athletic."
"http://dbpedia.org/resource/Jim_Forshaw","James Blain 'Jim' Forshaw (born 30 December 1919) was a Scottish footballer who played for Dumbarton."
"http://dbpedia.org/resource/Jim_Healy_(Gaelic_footballer)","James ""Jim"" Healy (born 1952) is an Irish retired Gaelic footballer who played for the Tipperary senior team.Born in Loughmore, County Tipperary, Healy first excelled at Gaelic football in his youth. He arrived on the inter-county scene at the age of seventeen when he first linked up with the Tipperary minor team before later joining the junior side. He joined the senior panel during the 1970 championship.At club level Healy played with Loughmore-Castleiney.Healy retired from inter-county football following the conclusion of the 1971 championship.In retirement from playing Healy became involved in team management and coaching. He has served as a selector with the Tipperary minor, under-21, junior and senior teams."
"http://dbpedia.org/resource/Jim_Kissane","James J. ""Jim"" Kissane, Jr. (born August 17, 1946) is an American former professional basketball player. He played in the American Basketball Association for the Minnesota Pipers in just two games during the 1968–69 season. He scored six points and grabbed three rebounds total.As a player at Boston College, Kissane's squads made the National Invitation Tournament once and NCAA Tournament twice in the three varsity seasons in which he was eligible to play."
"http://dbpedia.org/resource/Jim_Malacko","James I. Malacko (born May 27, 1930), was a Canadian ice hockey player with the Lethbridge Maple Leafs. He won a gold medal at the 1951 World Ice Hockey Championships in Paris, France. The 1951 Lethbridge Maple Leafs team was inducted to the Alberta Sports Hall of Fame in 1974. He also played with the Nelson Maple Leafs."
"http://dbpedia.org/resource/Jim_March","Jim March (born 21 April 1954) is a Scottish former footballer, who played for Airdrieonians and Ayr United in the Scottish Football League during the 1970s and 1980s. Most of his league appearances were made with Airdrieonians, who he played for in  the 1975 Scottish Cup Final."
"http://dbpedia.org/resource/Jim_Nickalls","James Horatio Nickalls (born 29 May 1934) is an English former footballer who played as a centre half in the Football League for Darlington. He was on Sunderland's books without representing them in the League."
"http://dbpedia.org/resource/Jim_O'Meara_(Gaelic_footballer)","Jim O'Meara (born 1966) is an Irish retired Gaelic footballer who played as a centre-forward for the Tipperary senior team.Born in Grangemockler, County Tipperary, O'Meara first excelled at Gaelic football in his youth. He arrived on the inter-county scene at the age of sixteen when he first linked up with the Tipperary minor team before later joining the under-21 side. O'Meara joined the senior panel during the 1986 championship. At club level O'Meara played with Grangemockler.He retired from inter-county football following the conclusion of the 1995 championship.In retirement from playing O'Meara became involved in team management and coaching, most notably as manager of the Tipperary junior team."
"http://dbpedia.org/resource/Jim_Ovia","Jim Ovia (born November 4, 1951) is a Nigerian businessman who founded Zenith Bank in 1990. After gaining degrees at both Southern University and University of Louisiana at Monroe, he attended Harvard Business School. He served as CEO until 2010, when he transferred into the chairman role. He has been the recipient of a Nigerian national honor."
"http://dbpedia.org/resource/Jim_Patterson_(Alabama_politician)","James M. Patterson, Jr. (born April 2, 1950) is an American politician. He is a member of the Alabama House of Representatives from the 21st District, serving since 2010. He is a member of the Republican party."
"http://dbpedia.org/resource/Jim_Russell_(ice_hockey)","James Russell (born March 31, 1918, date of death missing), was a Canadian ice hockey player.As a member of the Sudbury Wolves, he was a member of the 1938 Team Canada that won a gold medal at the 1938 World Ice Hockey Championships in Prague. Russell also captained the Wolves team that won a silver medal at the 1949 World Ice Hockey Championships in Stockholm, Sweden. He also played professionally with the Buffalo Bisons, St. Louis Flyers of the American Hockey League (in the 1944–45 season) as well as the New Westminster Royals in the Pacific Coast Hockey League (1947–48 season). Russell, a native of Hamilton, Ontario, played junior hockey in Guelph, Ontario. After junior, played hockey in the Maritimes, with the Saint John Beavers, Glace Bay Miners, and North Sydney Victorias. He then served in the Canadian Army during World War II, playing on Army hockey teams in Vancouver and Toronto."
"http://dbpedia.org/resource/Jim_Vienneau","James Francis ""Jim"" Vienneau (born September 18, 1926, in Albany, New York) is a retired music producer. He is best known for producing the song ""It's Only Make Believe"" by Conway Twitty."
"http://dbpedia.org/resource/Jim_Vipond","James French Vipond (July 11, 1916 – December 4, 1989), was a Canadian sports journalist. A columnist for the The Globe and Mail, he won the Elmer Ferguson Memorial Award in 1984 and is a member of the media section of the Hockey Hall of Fame. He joined the newspaper in 1938 and retired in 1979 to become the Ontario Athletics Commissioner. Vipond also served in World War II with the Royal Canadian Air Force, becoming a flight lieutenant and later being awarded the Distinguished Flying Cross. He died in 1989 from Alzheimer's disease."
"http://dbpedia.org/resource/Jim_Wayne_Miller","Jim Wayne Miller (October 21, 1936 – August 18, 1996) was an American poet and educator. He was a major influence on literature in the Appalachian region."
"http://dbpedia.org/resource/Jimmy_Crangle","James Patrick ""Jimmy"" Crangle (born 4 April 1953) is a Scottish former professional footballer who played as a winger in the Football League for York City, in non-League football for Selby Town and Copmanthorpe, and in Scotland for Campsie Black Watch. He later worked as a juniors coach at Osbaldwick (1981 to 1987) and Dunnington before coaching the under-14s Centre of Excellence team at York (1996 to 1997)."
"http://dbpedia.org/resource/Jimmy_Feehan","James ""Jimmy"" Feehan (born 1995) is an Irish Gaelic footballer who plays as a left corner-back for the Tipperary senior team.Born in Killenaule, County Tipperary, Feehan first excelled at Gaelic football during his schooling at Rockwell College. He arrived on the inter-county scene at the age of sixteen when he first linked up with the Tipperary minor team before later joining the under-21 and junior sides. He made his senior debut during the 2015 championship. Feehan immediately became a regular member of the starting fifteen.At club level Feehan plays with Killenaule"
"http://dbpedia.org/resource/Jimmy_Goins","James ""Jimmy"" Ernest Goins (August 31, 1948 – June 7, 2015) was an American Lumbee politician who served as the Chairman of the Lumbee Tribe of North Carolina from 2004 to 2010. As Lumbee Tribal Chairman, Goins led efforts to gain federal recognition for the Lumbee tribe during the 2000s. The 55,000-member Lumbee have achieved North Carolina state recognition, but have not yet received federal recognition. The Lumbee are the largest tribe living east of the Mississippi River who have not received federal recognition.Goins was born on August 31, 1948, to Ernest and Ola Lee Goins. He was raised in Prospect, North Carolina. In 1965, Goins was a member of the Prospect High School basketball team which won the Indian Basketball Championship. Goins later served as an infantry squad leader during the Vietnam War.Jimmy Goins served as the Chairman of the Lumbee Tribe for six years from 2004 until 2010. As Chairman, Goins led efforts to achieve federal recognition for the Lumbee during the 2000s. He testified before the United States Senate Committee on Indian Affairs in September 2007 in an effort to gain recognition. In 2010, Goins signed a controversial lobbying contract with a Nevada-based gaming consultant.Goins ran for Chairman again in 2012, but lost the election his successor, incumbent Lumbee Chairman Paul Brooks, on November 12, 2012. Brooks received 2,559 votes, or 52% of the vote, while Goins placed second with  2,042 votes (42%). A third candidate, Lynn Bruce Jacobs, received  298 votes (6%).Jimmy Goins was killed in a car accident at 1:30 p.m. on June 7, 2015, at the age of 66. Goins was driving on North Carolina Highway 71, approximately 4.4 miles from the town of Maxton, North Carolina, when the accident occurred. A resident of Philadelphus, North Carolina, he was survived by his wife, Diane Goins, and three daughters, Rhonda, Jackie and Jamie.North Carolina Governor Pat McCrory and North Carolina First Lady Ann McCrory released a joint statement of condolence following Goins' death. McCrory ordered that all state flags be lowered to half staff in Goins' memory on June 11, 2015."
"http://dbpedia.org/resource/Jimmy_Kilburn","Morley James Kilburn (November 22, 1922 – February 23, 2008), was a Canadian ice hockey player with the Edmonton Mercurys. He won a gold medal at the 1950 World Ice Hockey Championships in London, England. The 1950 Edmonton Mercurys team was inducted to the Alberta Sports Hall of Fame in 2011."
"http://dbpedia.org/resource/Jimmy_Lodge","James William ""Jimmy"" Lodge (11 January 1895 – 24 October 1971), also known as Jimmy Barrass, was an English professional footballer who played as a full-back in the Football League for Hull City and Halifax Town, and in non-League football for Cox Lodge, Scotswood, Newburn, Nuneaton Town and York City. He later worked as assistant trainer and specialist masseur at Hull."
"http://dbpedia.org/resource/Jimmy_Martínez","Jimmy Antonio Martinez (born 26 January 1997) is a Chilean footballer that currently plays for Huachipato as Midfielder."
"http://dbpedia.org/resource/Jimmy_Potter","James Potter (born 20 November 1941) is a Northern Irish former footballer who played as a wing half in the Football League for Darlington. He began his career as a youngster with Sunderland, without playing first-team football for the club, and after leaving Darlington he returned to his native Northern Ireland to join Linfield."
"http://dbpedia.org/resource/Jimmy_Simpson_(footballer,_born_1873)","James ""Jimmy"" Simpson (born 2 April 1873) was a Scottish footballer who played as a right half."
"http://dbpedia.org/resource/Jin_Chang-soo","Jin Chang-soo (Hangul: 진창수; born 26 October 1985) is a South Korean footballer who plays as midfielder for Goyang Hi FC in K League Challenge."
"http://dbpedia.org/resource/Jin_Izumisawa","Jin Izumisawa (泉澤仁, Izumisawa Jin, born 17 December 1991) is a Japanese football player. He plays for Omiya Ardija."
"http://dbpedia.org/resource/Jip_Vastenburg","Jip Vastenburg (born 21 March 1994 in Loosdrecht) is a Dutch athlete competing in the long-distance events. She finished fourth in the 10,000 metres at the 2014 European Championships. In addition, she won the gold at the 2015 European U23 Championships."
"http://dbpedia.org/resource/Jiří_Pimpara","Jiří Pimpara (born 4 February 1987), is a Czech professional footballer who plays for FO ŽP Šport Podbrezová as a defender."
"http://dbpedia.org/resource/Jnan_Chandra_Ghosh","Sir Jnan Chandra Ghosh (14 September 1894 – 21 January 1959) was an Indian chemist best known for his contribution to the development of scientific research, industrial development and technology education in India. He was also known for his development of anomaly of strong electrolytes and the ionization theory. J C Ghosh's other important contributions include his extensive study of photocatalysts under the influence of polarised light and developments of Fischer–Tropsch reaction for the synthesis of hydrocarbons. He also successfully guided research work on technical problems relating to the production from Indian raw materials of phosphatic fertilisers, ammonium sulphate, formaldehyde, potassium chlorate etc. During his active career in building scientific research, technical education and industrial development, he was the Head of Department of Chemistry at Dacca University, the Director of Indian Institute of Science at Bangalore, the Director of  Indian Institute of Technology, Kharagpur, the Vice Chancellor of Calcutta University, and the Director-general of Industries and Supplies, Government of India."
"http://dbpedia.org/resource/Jnan_Chandra_Ghosh","Sir Jnan Chandra Ghosh (14 September 1894 – 21 January 1959) was an Indian chemist best known for his contribution to the development of scientific research, industrial development and technology education in India. He was also known for his development of anomaly of strong electrolytes and the ionization theory. J C Ghosh's other important contributions include his extensive study of photocatalysts under the influence of polarised light and developments of Fischer–Tropsch reaction for the synthesis of hydrocarbons. He also successfully guided research work on technical problems relating to the production from Indian raw materials of phosphatic fertilisers, ammonium sulphate, formaldehyde, potassium chlorate etc. During his active career in building scientific research, technical education and industrial development, he was the Head of Department of Chemistry at Dacca University, the Director of Indian Institute of Science at Bangalore, the Director of  Indian Institute of Technology, Kharagpur, the Vice Chancellor of Calcutta University, and the Director-general of Industries and Supplies, Government of India."
"http://dbpedia.org/resource/JoAnn_Dean_Killingsworth","JoAnn Dean Killingsworth, often credited professionally as JoAnn Dean (September 23, 1923 – June 20, 2015), was an American actress, dancer and professional figure skater. Dean became the first person to portray Snow White at Disneyland upon the theme park's opening on July 17, 1955. Since Dean's debut in 1955, more than 100 actresses have played Snow White at Disneyland."
"http://dbpedia.org/resource/Jo_Herbst","Jo Herbst (1928–1980) was a German film and television actor."
"http://dbpedia.org/resource/Jo_Ki-chon","Jo Ki-chon (Chosŏn'gŭl: 조기천; 6 November 1913 – 31 July 1951) was a Russian-born North Korean poet. He is regarded as ""a founding father of North Korean poetry"" whose distinct Soviet-influenced style of lyrical epic poetry became an important feature of North Korean literature. He was nicknamed ""Korea's Mayakovsky"" after the writer whose works had had an influence on him and which implied his breaking from literature of the old society and his commitment to communist values. After a remark made by Kim Jong-il on his 2001 visit to Russia, North Korean media has referred to Jo as the ""Pushkin of Korea"".Jo was dispatched by the Soviet authorities to liberated Korea when the Red Army entered in 1945. By that time, he had much experience of Soviet literature and literature administration. The Soviets hoped that Jo would shape the cultural institutions of the new state based on the Soviet model. For the Soviets, the move was successful and Jo did not only that but also significantly developed socialist realism as it would become the driving force of North Korean literature and arts.Jo offered some of the earliest contributions to Kim Il-sung's cult of personality. His most famous work is Mt. Paketu (1947), a lyrical epic praising Kim Il-sung's guerrilla activities and promoting him as a suitable leader for the new North Korean state. Other notable works by Jo include ""Whistle"", a seemingly non-political love poem which was later adapted as a popular song that is known in both North and South Korea. During the Korean War, Jo wrote wartime propaganda poems. He died during the war in a United Nations force bombing raid. He and his works are still renowned in North Korean society."
"http://dbpedia.org/resource/Joachim_Marscheider","Joachim Marscheider (born 2 March 1930) is a German former sports shooter. He competed in the trap event at the 1964 Summer Olympics."
"http://dbpedia.org/resource/Joan_Dix","Joan Dix (later Jones, 3 August 1918 – 1991) was an English figure skater who competed in ladies singles. In 1932 she finished tenth at the Winter Olympics and world championships, and seventh at the European championships. Her father Fred Dix was an Olympic speed skater."
"http://dbpedia.org/resource/Joan_Haythorne","Joan Haythorne (12 April 1915 – 27 August 1987) was a British actress.Joan Haythorne was born on 12 April 1915, London and died 27 August 1987, Richmond on Thames, Surrey.Her son was the screenwriter Jeremy Paul."
"http://dbpedia.org/resource/Joan_Vohs","Joan Vohs (1927–2001) was an American model and film and television actress."
"http://dbpedia.org/resource/Joanne_Brough","Joanne Brough (aka Joan Brough) (born November 4, 1927) was an American television producer and executive. She began her career in 1960 at KTLA, a Los Angeles television station, and went on to work for CBS Television from 1963 to 1978, rising through the ranks to become one of the first female network development executives.  She oversaw and developed such hit shows as All in the Family, Kojak, Hawaii-Five-0, M*A*S*H, Knot’s Landing, Eight Is Enough, The Waltons, Dallas, Falcon Crest, and others. From 1978 to 1986, she joined Lorimar Productions, becoming Vice President of Creative Affairs, supervising all television programs. During her tenure there, she became Executive Producer of Falcon Crest, as well as several movies for television. In 1990, she went to work for Lee Rich Productions in association with Warner Brothers, as a development executive, producing TV films and specials for three years. From 1993 to 1998, she took on the task of producing television in Singapore and Indonesia. Her later years were spent as an educator while continuing to develop new projects.She received two Nosotros Awards and a medal from the Mexican-American Opportunity Foundation while producing the TV series Falcon Crest. She also received an award from the Dyslexia Association of Singapore for the Asian dramatic series Masters of the Sea, presented by the wife of the Prime Minister of Singapore."
"http://dbpedia.org/resource/Joannes_Antonides_Van_Der_Linden","Joannes Antonides van der Linden (or Jan Antonides van der Linden) (1609–1664) was a Dutch physician, botanist, author and librarian. He was born on 13 January 1609 in Enkhuizen."
"http://dbpedia.org/resource/Joannis_Karsanidis","Joannis Karsanidis (born 25 June 1993) is German football midfielder who plays for the Würzburger Kickers."
"http://dbpedia.org/resource/Joao_Pedro_Gomez_da_Silva","João Pedro (born 25 April 1996) is an Brazilian professional association football player who plays for FC Liefering."
"http://dbpedia.org/resource/Jock_Hamilton_(footballer,_born_1879)","Jock Hamilton was a Scottish professional football centre half who played in the Football League for Leeds City."
"http://dbpedia.org/resource/Joe_Augustine","For the Canadian native leader and historian, see Joe Mike Augustine. Joe Augustine (born December 17, 1955) is an American former professional ice hockey defenceman. He is currently the head coach of the NCAA Division I Rhode Island Rams. Augustine was selected by the Atlanta Flames in the 11th round (181st overall) of the 1975 NHL Amateur Draft, and was also drafted by the Cleveland Crusaders in the 6th round (78th overall) of the 1975 WHA Amateur Draft."
"http://dbpedia.org/resource/Joe_Battista","Joe Battista (born July 6, 1960) is an American ice hockey coach and sports executive. Since 2013 he has served as the Vice President of Hockey-Related Businesses for the Buffalo Sabres of the National Hockey League (NHL).Battista graduated in 1983 from the Smeal College of Business at Pennsylvania State University.He was head coach of the Penn State's men's club hockey team, the Penn State Icers, from 1987 to 2006.In 1991, Battista was a founding member of the American Collegiate Hockey Association (ACHA).In 2003 he served as head coach for Team USA at the World University Games held in Tarvisio, Italy. In 2004, Battista was inducted into the Pennsylvania Sports Hall of Fame."
"http://dbpedia.org/resource/Joe_Blakk","Joseph Francois (Born September 1, 1970) better known by his stage name Joe Blakk is an American rapper/activist, from New Orleans, LA. He gained success after releasing his hit song and album, ""It Ain't Where Ya From"" in 1993. The album and the song sold over 75,000 copies became an instant classic."
"http://dbpedia.org/resource/Joe_Hisbent","Joe Hisbent was an English professional football right back who played in the Football League for Middlesbrough and Aston Villa."
"http://dbpedia.org/resource/Joe_Little","Joseph Little (25 January 1902 – 1965) was a English footballer who made 95 appearances in the Football League playing at outside left or left half for Plymouth Argyle, Darlington, Bradford Park Avenue and Rotherham United in the 1920s. He also played non-league football for Castleford Town."
"http://dbpedia.org/resource/Joe_Lyng","Joseph ""Joe"" Lyng (born 10 April 1991) is an Irish hurler who currently plays as a midfielder for the Kilkenny senior team.Born in Inistioge, County Kilkenny, Lyng first excelled at hurling in his youth. He enjoyed Leinster success at colleges level with Good Counsel College. An All-Ireland medallist in the intermediate with Rower-Inistioge, Lyng has also won one Leinster medal and one championship medal.Lyng made his debut on the inter-county scene at the age of eighteen when he first linked up with the Kilkenny minor team. An All-Ireland runner-up in this grade, he was later an All-Ireland runner-up with the under-21 team and an All-Ireland runner-up with the intermediate team. Lyng joined the extended senior panel during the 2014 championship."
"http://dbpedia.org/resource/Joe_Nichols_(journalist)","Giuseppe Fappiano (July 16, 1905 – December 23, 1984), known as Joseph C. ""Joe"" Nichols was an American sports journalist. A columnist for the The New York Times, he won the Elmer Ferguson Memorial Award in 1984 and is a member of the media section of the Hockey Hall of Fame.  He joined the Times in 1923 originally as a copy boy and became a reporter in 1925. Besides hockey, he also covered boxing and thoroughbred racing. He retired in 1975 and died of a heart attack in 1984."
"http://dbpedia.org/resource/Joe_O'Gorman","Joseph George ""Joe"" O'Gorman (24 July 1890 – 26 August 1974)  was an entertainer and cricketer. With his brother Dave (1894 – 1964) he formed a song, dance and comedy act called the O'Gorman Brothers. Starting by touring the variety halls of England, in the 1930s they also became popular in the United States and earned a fortune."
"http://dbpedia.org/resource/Joe_Ryalls","Joe Ryalls was an English professional football outside right who played in the Football League for Barnsley, Nottingham Forest and Sheffield Wednesday."
"http://dbpedia.org/resource/Joe_Scott_(footballer,_born_1930)","Joseph Cumpson ""Joe"" Scott (born 9 January 1930) is an English former professional footballer who played as an inside forward in the Football League for Luton Town, Middlesbrough, Hartlepools United and York City, in non-League football for Spennymoor United and Ashington, and was on the books of Newcastle United without making a league appearance."
"http://dbpedia.org/resource/Joe_Sevario","Joseph Adam Sevario, III, known as Joe Sevario (born September 18, 1944), is a businessman from Prairieville in Ascension Parish near Baton Rouge, Louisiana, who from 1976 to 1994 represented District 18 as a Democrat in the Louisiana State Senate."
"http://dbpedia.org/resource/Joel_Cassells","Joel Cassells (born 15 June 1994) is a British rower. He won the gold medal in the Light men's coxless pair competition at the 2015 European Rowing Championships."
"http://dbpedia.org/resource/Joel_Walter_Robison","Joel Walter Robison (October 1815 – August 4, 1889) was a Georgia native and a fighter in the Texas Revolution. Years later, he served a single term in the Texas House of Representatives."
"http://dbpedia.org/resource/Johan_Elfvengren","Johan Elfvengren (born June 10, 1994) is a Finnish ice hockey player. He is currently playing with Lahti Pelicans in the Finnish Liiga.Elfvengren made his Liiga debut playing with Lahti Pelicans during the 2014–15 Liiga season."
"http://dbpedia.org/resource/Johann_Garreis","Johann Garreis (born 17 February 1925) is a German former sports shooter. He competed in the 50 metre pistol event at the 1964 Summer Olympics."
"http://dbpedia.org/resource/Johann_Ludwig_Schönleben","Johann Ludwig Schönleben (November 16, 1618 – October 15, 1681; Slovene: Janez Ludvik,  Latin: Joannis Ludovici) was a Carniolan priest, rhetorician, and historian.Schönleben was born in Ljubljana, the son of the politician Ludwig Schönleben and his wife Suzane Kušlan. The family originally stemmed from Württemberg. He attended the Jesuit college in Ljubljana and joined the order on October 15, 1635. Schönleben studied in Vienna, Graz, and Passau. He left the Jesuit order in 1653, received a doctorate in Padua, and then returned to Ljubljana.Schönleben was a well-known rhetorician and some of his speeches were also published. He was important in theology as a proponent of the Immaculate Conception. As a historian, he wrote a series of genealogies of Carniolan noble families. His most important work was Carniolia antiqua et nova (Carniola Old and New; Ljubljana, 1681). He was the teacher of Johann Weikhard von Valvasor.Schönleben died in Ljubljana and was buried in St. James's Church."
"http://dbpedia.org/resource/Johanna_Liebeneiner","Johanna Liebeneiner is a German stage, film and television actress. She is the daughter of the actors Hilde Krahl and Wolfgang Liebeneiner."
"http://dbpedia.org/resource/Johanna_Weber","Johanna Weber (August 8, 1910 – October 24, 2014) was a German-born British mathematician and aerodynamicist, best known for her contributions to the development of the Handley Page Victor bomber and the Concorde."
"http://dbpedia.org/resource/Johanne_Defay","Johanne Defay is a French professional surfer. She was born in Le Puy-en-Velay, Auvergne, France on 19 November 1993."
"http://dbpedia.org/resource/Johannes_Lamprecht","Johannes Lamprecht (born 22 August 1922) is a Zimbabwean former sports shooter. He competed for Rhodesia in the trap event at the 1964 Summer Olympics."
"http://dbpedia.org/resource/John_Aalmo","John Aalmo (7 August 1902 – 19 July 1981) was a Norwegian politician for the Conservative Party.He was born in Aure as a son of teacher and mayor Ole Aalmo (1861–1943) and Gjertrud, née Rimstad (1876–1937). He spent most of his career, from 1958 to 1978, in Fosen Trafikklag. He was also a board member here as well as Fosen Aktie Dampskipsselskap.Aalmo served as mayor of Sandstad from 1934 to 1957, and was a member of the county council during the same period. He served as a deputy representative to the Parliament of Norway from Sør-Trøndelag during the terms 1954–1957 and 1958–1961. In total he met during 95 days of parliamentary session."
"http://dbpedia.org/resource/John_Alan_Lee","John Alan Lee (August 24, 1933 - December 5, 2013) was a Canadian writer, academic and political activist, best known as an early advocate for LGBT rights in Canada, for his academic research into sociological and psychological aspects of love and sexuality, and for his later-life advocacy of assisted suicide and the right to die."
"http://dbpedia.org/resource/John_Armstrong_Chaloner","John ""Archie"" Armstrong Chaloner (born as John Armstrong Chanler in 1862 in New York City, died 1935 in Charlottesville, Virginia) was an American writer and activist, known for his catch phrase ""Who's looney now?""."
"http://dbpedia.org/resource/John_B._Hotchkiss","John Burton Hotchkiss (August 22, 1845 – November 3, 1922) was an American football coach and professor. He was deaf since the age of 9, and attended Gallaudet University, where later he was the first coach of the Gallaudet Bison football team. He is the namesake of their football field. Hotchkiss was also a writer; one of the founders and editors of the Silent World, a short-lived paper for the deaf. Hotchkiss taught English and history."
"http://dbpedia.org/resource/John_Bear_(snooker_player)","John Bear (8 August 1944 – 17 March 2007) was a Canadian professional snooker player."
"http://dbpedia.org/resource/John_Brander","John Nelson Brander (born 15 June 1884) was a Scottish footballer who played for Dumbarton, Vale of Leven, Rangers and Clydebank."
